9.961254048616961787e-02,2.170639638993713447e+02,-6.515341597104193738e+01,3.717189965744616686e-01,-1.364803057597295144e+01,-1.089080147305898016e+01,7.313616881621137544e+00,7.725195377578737421e+00,1.379879937672882839e+01,6.416887061481269861e+00,1.187743766703004766e+01,8.814267782917308836e+00,1.131776612973807339e+01
1.575426053889888434e-01,2.073553549948100851e+02,-8.306038233533216442e+01,3.163501583906156966e+01,3.321100105428456128e+00,2.142388737411159649e+00,-2.822718510213952214e+01,1.192607987928016477e+01,1.770139992112846983e+01,-5.729296816623455690e+00,-1.306703206926224148e+01,6.802268400792009118e+00,4.958369237403653651e-01
2.723235818260210522e-02,1.784842930086693400e+02,3.777073126992900853e+01,-7.289085258749286034e+00,-3.588448655474298921e+00,1.538647811947754684e+00,1.740174073198998883e+01,9.803614613709129344e+00,5.996346162208960884e+00,1.033560478578188935e+01,3.398997650193600784e+00,1.056350124725325834e+01,2.724057373026161688e+00
8.114210063433076325e-02,1.066167715162381171e+02,-3.527664495894389063e+01,2.308887757205969748e+01,-1.065429582066277092e+01,1.905052952467427119e+01,8.220821459771125994e-01,1.311650214975888495e+01,5.957960219430713522e-01,-3.710667464324053810e+00,9.931946227159432539e+00,2.690896899654183771e-01,3.435903485530213963e+00
6.168685552623608820e-02,8.207416292164609217e+01,1.694618345944902060e+01,1.240754483378893624e+01,3.732706915606479825e+00,2.706772578547515806e+01,-1.230507637550225297e+01,1.094183562177701496e+01,-1.867572049718241090e+01,6.761366381133676384e+00,-3.484092436851649044e+00,-1.351453476738302628e+00,-8.787678311892047844e+00
9.051516091694002120e-02,1.704187511309574177e+02,-4.044452271479502770e+01,4.242807317944605927e+01,-3.050240183944055605e+00,3.560160977568995744e+00,1.777606175646977427e+00,4.625874043380764356e+00,5.133961604091455300e+00,-6.960840998420501080e+00,4.344307253549394510e+00,2.122711086031520811e+00,6.893797372718011296e+00
9.123609163730905108e-03,1.685493246702494332e+02,-9.168620941519776579e+00,2.459902314356057218e+01,3.771632367583857448e+00,1.929789039938397011e+01,-7.404465273475471676e+00,1.175937944785448508e+01,-4.770832175215851123e+00,-3.251161274877725216e+00,1.664513927573078478e+00,1.949592642656857056e+00,-3.214955696298299248e+00
6.793559221685796512e-02,7.534294354320553566e+01,1.186604341922959271e+00,2.321246371136838604e+01,-9.954343074179469175e-01,2.077124353154998104e+01,1.081712429282457144e+01,1.578250610598397685e+01,3.484748826595657878e+00,1.877922396531953808e+01,-5.342350184333799490e+00,1.409591598860870576e+01,3.284787135826056304e+00
1.192523150367365420e-01,1.995067699436141311e+02,1.292384032607931665e+01,-3.404312122524936868e+00,-1.004415818161864671e+01,-6.121320502570964273e+00,-7.807451449371144436e-01,1.705819045764375730e+01,-9.343870414054796569e+00,-4.500032185283425079e+00,-1.317759311256326882e+01,-1.460857042937588623e+01,-1.046609672695169735e+01
2.658316506905124624e-02,9.756387533422298475e+01,-6.126687792089620643e+01,1.828703027973929451e+01,-1.531573548653565808e+01,7.026211916434168536e+00,-1.846798232598220224e+01,2.338057192817454677e+01,-1.622648972333876571e+01,1.632226420405636702e+01,-1.475764684842263819e+01,1.195334646825347313e+01,-1.544313437116532128e+01
2.646638370942378318e-02,1.265656264886292917e+02,-1.175708105841242102e+01,3.893612609755219722e+01,-5.677544511176356501e+00,2.747444433366996464e+01,1.699540529561796021e+00,1.410769897104331960e+01,3.380205850348708463e+00,5.147308603802711602e+00,-3.931900347474502233e+00,-2.391166223343591524e-01,-5.777166731139097955e+00
6.027286268662715440e-02,1.459900186409776950e+02,-2.623331908502209231e+01,4.998927146471526584e+01,-1.490881819856642920e+01,2.678624895160629293e+01,9.586952699447457427e-01,1.307887066843365353e+01,1.086708437038522490e+00,4.004882129046373862e+00,-2.894586545021143209e+00,8.648325219645036199e+00,-1.096654485639877441e+00
2.801598518330981891e-02,1.793276013309416612e+02,-1.814535127352281663e+01,2.149147896965038029e+01,2.815776185940209331e+01,-1.163406966208391013e+00,-4.178227097866927586e+00,6.123433424806500547e+00,2.169514722272510632e+00,1.273786006979606000e+01,6.576327031024946201e+00,2.515539200645195983e+00,1.142102289805937509e+01
1.110586714333830771e-01,2.046809229125154843e+02,-1.572875039116084679e+02,1.421659547778775767e+01,1.753461533060588451e+01,-3.265092886075601086e+01,1.844170333614544077e+01,-2.146605416137033373e+01,-1.487952467559088809e+01,9.569389310071906962e+00,-1.704110200888817062e+01,-5.007689436237535041e+00,-1.459396393111829227e+00
3.358980021844415464e-02,1.428643137871536624e+02,4.131201287120001808e+01,-3.516696805246490865e+00,8.683632122441178325e+00,2.555871976845331162e+01,2.432270451500014019e+01,1.680707304671544478e+01,1.591640499356193139e+01,1.655705738283846173e+01,1.094560301440443340e+01,5.241498563906747066e+00,7.198345288235825201e+00
8.669606310085974099e-02,1.576831502974845307e+02,-3.251406088285160223e+01,2.668993842051873600e+01,-1.684951150625022720e+01,8.899175550234057042e+00,-1.418922411767884384e+01,-1.116551311646760913e+00,-1.196769369714824371e+01,-4.045462141123826072e+00,-7.506584429772756195e+00,-8.600797211385353691e+00,-1.368949057345656151e+01
4.887342808795148291e-02,1.968073703153367262e+02,-5.677555802493699844e+01,3.568950910486466910e+01,-2.067209259387380982e+01,2.333922411492787674e+01,-1.629621814130711144e+01,1.561286077539722683e+01,-1.219133023969739682e+01,5.634020598928232815e+00,-2.261862609877963948e+00,-1.215106744673184025e+00,2.325302919204366436e-01
5.266527852360555761e-02,2.373953189537762967e+02,-4.510015895395902419e+01,-7.319935282220270123e-01,-7.290634723124908234e+00,-5.039987518308450376e+00,4.562791363873015982e+00,9.197227467607666185e+00,1.147805150452898637e+01,1.746090825229828836e+00,6.434896589106144482e+00,1.097718691474860719e+01,1.221552342019846549e+01
1.643166428298822521e-02,1.373509464196474141e+02,8.372661593380026801e+00,6.044158330291642045e+01,8.005145742727282965e+00,-2.164339889886346668e+01,5.473520183444159137e+00,3.418664096916877337e+00,-8.732389931002558114e+00,-3.465004378331857815e+00,-7.643165129379527301e+00,-1.049192673502168205e+01,-5.351648891009426201e+00
2.848813185279351970e-02,6.645902888744750214e+01,-4.625516088635359324e+01,4.462922396035405370e+01,-5.134178352207029228e+00,1.147435635936076537e+01,-3.697529844538693933e+00,6.338019722551825552e+00,-1.195072065769371861e+01,8.461069455552275187e+00,-1.239517901583021775e+01,9.424398330253202616e+00,3.580917793405102412e+00
