-5.210833019870174212e+02,6.924480706022259824e+01,3.353513339322843478e+01,2.221881683971037447e+01,1.711735633523181122e+01,3.123515938108945278e+01,-1.759291663134627015e+01,8.565278878196403767e+00,-9.035780938249155625e+00,2.348698511081929752e+01,-3.820279155997361897e+00,3.559999248886645873e+00,5.827062931601365570e+00,8.139227547703777432e+00,4.013895396600229759e+00,6.131948163077175273e+00,8.264802792179143376e-01,-4.154759403074789192e-01,-2.576809540322144154e-01,3.707364884937165428e+00
-4.955671717349941900e+02,4.928735772646064106e+01,3.743307571287377300e+01,1.978439157964197648e+01,1.412791777853737329e+01,2.611182206329942090e+01,-1.031776976857131523e+01,1.668464042157816252e+01,-1.072842816094205887e+01,2.286872786748676845e+01,-8.670642594884975907e+00,1.481978578472602726e+00,8.552540883875039412e+00,6.517014098876680706e+00,5.174947083623367305e+00,3.239772109205520945e+00,4.580486280060605542e-01,4.920066328643817322e+00,-1.911838375676730317e+00,4.128129155848441201e+00
-5.200870996202842207e+02,5.779914376176730428e+01,3.939458704511454812e+01,2.410603933534475374e+01,1.724048090846142856e+01,2.618237735074986716e+01,-1.181105882559910647e+01,1.270234549782681910e+01,-1.285661160747033804e+01,2.585396768978050730e+01,-3.367757021306791554e+00,5.274685908823603775e+00,5.759866115914925366e+00,4.438974661658510179e+00,3.250469133261217891e+00,3.957219395942258355e+00,7.387234913412288329e-01,3.884079841917558173e+00,-1.192148592322176626e+00,4.609917666167453021e+00
-5.384006060386810759e+02,6.490313283157455260e+01,3.719521988164643744e+01,2.388575541367242394e+01,2.322734129609532516e+01,3.134126016222694844e+01,-1.868663762453327237e+01,1.472539298659020268e+01,-1.115600911727158895e+01,2.311576667983269928e+01,-4.164432691471678716e+00,5.684454479793651593e+00,4.549661727661157506e+00,6.806924882359392193e+00,7.907095193189768167e-01,4.551237190556821410e+00,1.278780845449922765e-01,1.552804518606174966e+00,-2.182109320484493686e+00,2.553938468965735620e+00
-5.412231702140344396e+02,6.680882672555679846e+01,4.427986954325958635e+01,2.722491537514351734e+01,1.657496847117927885e+01,2.869923008297817191e+01,-2.123278442344551564e+01,1.416359782266152756e+01,-5.607199417770070582e+00,1.930637709617067799e+01,-5.006978187447897355e+00,9.667616985952506070e+00,3.808657756001383010e+00,9.074861026925139740e+00,6.463635157665677866e+00,3.175983202803246641e+00,1.600048910735427432e+00,3.805694373880448733e+00,-1.635593003314843308e-01,1.144029044474775603e+00
-5.313615109770715890e+02,5.366416092572912078e+01,5.080480973504523234e+01,3.314575878131167741e+01,1.542009841854203600e+01,3.092513085032848252e+01,-1.817783028271628964e+01,1.272799362499144316e+01,-6.565753573990383174e+00,1.546713965432084237e+01,-7.013070166073238632e+00,9.792249302892631846e+00,7.680154220118107222e-01,6.391470960131078627e+00,7.975148955291763819e+00,3.421827306026104409e+00,-1.569975366479130496e+00,1.964850009843373657e+00,2.401212044331667295e-01,1.181901945822617650e+00
-5.492378321326077639e+02,6.948728241821406471e+01,4.254208379559077002e+01,3.402378257046781584e+01,1.730365537854912361e+01,2.374381494505197665e+01,-1.525150468229008460e+01,1.636052163311767416e+01,-8.397126986269764615e+00,1.721328471986443276e+01,-3.051352322678280160e+00,1.150551264871586277e+01,2.422176647905338598e+00,5.705276760504697009e+00,8.555417201275076877e+00,2.470790000362351968e+00,-2.788186420229553431e+00,-3.842105849588868249e-01,6.753505055791657608e-01,3.219361763419474887e+00
-5.286605970101684306e+02,4.080904107885713472e+01,4.576161037853675140e+01,2.778851936995273064e+01,5.696737908685443053e+00,3.087782348478610217e+01,-1.572064657889083428e+01,1.299414701263523497e+01,-3.780216833932228404e+00,2.192408139975085390e+01,-6.331238597758932052e+00,1.534683533968441793e+01,-4.957122209941830504e-01,7.080561584202747838e+00,5.105928091652597978e+00,3.360174278189859365e+00,-1.564493830177451084e-01,6.857557456753122782e-01,5.013149548513120557e-01,3.848193287695790943e+00
-5.588625302910891151e+02,5.952510249004002674e+01,4.950317489607533616e+01,2.592077320381735106e+01,9.432794382953396450e+00,3.171775179018260715e+01,-1.250841636162951964e+01,1.143856959112915561e+01,-8.415036890805090763e+00,2.014314898534547993e+01,-1.942167968650178489e+00,1.487816637752878357e+01,8.912756696995149941e-01,6.956405015027009142e+00,5.515244349569783822e+00,5.030764869168554476e+00,-1.776936010646818498e-01,-6.621497324179277388e-01,2.470682667043342107e-01,3.360046139593803716e+00
-5.184515459393460333e+02,6.490217665762011734e+01,4.591059383263588956e+01,2.093945405863686915e+01,9.708879367716408026e+00,2.297188242985434670e+01,-1.906832416451125667e+01,1.446186304555198454e+01,-9.007151520063972683e+00,1.909438641063843534e+01,-1.761581870392098903e+00,1.553129007586131394e+01,2.373235730708495694e+00,4.577145850843900021e+00,5.729814999410878684e+00,5.609817270341923567e+00,9.576148715214859442e-01,3.480503069982789355e-01,-1.013411997265793341e+00,2.130629437258325876e+00
